,Unnamed: 0,userId,venueId,venueCategoryId,venueCategory,latitude,longitude,neighborhood_id,Manhattan,competitors,rating,review_count,rent,unsupervised_score,price,half-mile_sub_count
4301,6353,564,4a3953aff964a5205a9f1fe3,4bf58dd8d48988d124941735,Office,40.75029729,-73.97354746,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4302,6360,97,4a242d0ff964a520fd7d1fe3,4bf58dd8d48988d118951735,Food & Drink Shop,40.70833916,-74.00792356,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
4304,6368,484,4b0b2275f964a520772d23e3,4bf58dd8d48988d1fd931735,Subway,40.7588571,-73.98109466,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4306,6375,92,4b8445ccf964a520bf2b31e3,4bf58dd8d48988d198941735,College Academic Building,40.80822889,-73.96287757,186,1,0.921568627,0.785185185,0.161382114,0.843449905,0.063668741,0.333333333,0.153061224
4308,6384,728,4db84a97f7b15ca52ce70e7f,4bf58dd8d48988d124941735,Office,40.73963589,-74.00600118,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
4309,6387,70,439c437bf964a520f02b1fe3,4bf58dd8d48988d1fa931735,Hotel,40.75853784,-73.98560286,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4310,6390,375,4c3725790a71c9b60a3f3ec9,4f2a25ac4b909258e854f55f,Neighborhood,40.754114,-73.98860713,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
4311,6397,714,4b25a38bf964a520dc7424e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.84118443,-73.93985407,273,1,1,0.740740741,0.031504065,0.866276742,0.007596922,0.6,0.193877551
4313,6399,623,4a91768cf964a520441a20e3,4bf58dd8d48988d148941735,Donut Shop,40.7261906,-73.98624839,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
4317,6409,23,4e4d0e331f6e4ff50fdc7c28,4bf58dd8d48988d130941735,Building,40.7512292,-73.9837417,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4323,6424,71,4d1cf67b756e8cfa797c4a54,4bf58dd8d48988d1e0931735,Coffee Shop,40.7524962,-73.99423125,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
4325,6432,456,4af96e34f964a520bb1122e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.75512046,-73.97954643,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4326,6439,518,4cdacd78958f236a8e1fa903,4bf58dd8d48988d125941735,Office,40.73952471,-73.98845218,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
4328,6445,766,4f393be0e4b0e313d5665cac,4bf58dd8d48988d124941735,Office,40.75331461,-73.98689691,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4329,6449,280,4a6df6f5f964a52070d31fe3,4bf58dd8d48988d124941735,Office,40.75068228,-73.98359694,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4330,6450,213,4b983c11f964a520273635e3,4bf58dd8d48988d124941735,Office,40.74929727,-73.97519467,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4331,6455,1031,4e5160c3483bb770492ac1ea,4bf58dd8d48988d1e0931735,Coffee Shop,40.75437372,-73.97497657,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4332,6465,471,4f53022de4b02d0eb4152d42,4f2a25ac4b909258e854f55f,Neighborhood,40.7532473,-73.97473552,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4333,6466,86,4af07830f964a52063dc21e3,4bf58dd8d48988d102941735,Gym / Fitness Center,40.77819483,-73.98057239,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
4335,6478,291,49ef2af5f964a52084681fe3,4bf58dd8d48988d16d941735,Café,40.74521158,-73.9826385,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4336,6484,163,4d6e9e80dc248eecaace7be6,4bf58dd8d48988d124941735,Office,40.73678077,-73.99004761,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
4338,6494,280,4aa01922f964a520483e20e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74907894,-73.98399867,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4339,6500,273,4a1a4dcbf964a520927a1fe3,4bf58dd8d48988d143941735,Breakfast Spot,40.85086,-73.93832,113,1,0.980392157,0.703703704,0.079776423,0.866276742,0.027833566,0.6,0.163265306
4342,6508,372,4c88fe59da5da1cd318738e9,4bf58dd8d48988d110951735,Salon / Barbershop,40.7308851,-73.981398,184,1,1,0.777777778,0.210873984,0.678695145,0.044301489,0.4,0.081632653
4344,6515,1005,4aabf955f964a520505b20e3,4bf58dd8d48988d122951735,Electronics Store,40.725822,-73.996253,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
4345,6517,229,4eea7d0ef9ab12e3b02d311c,4bf58dd8d48988d1f7941735,Flea Market,40.74285241,-74.00749891,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
4346,6519,723,4b467925f964a520182226e3,4bf58dd8d48988d127951735,Arts & Crafts Store,40.739577,-73.984586,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4347,6520,579,4a43baaaf964a520b9a61fe3,4bf58dd8d48988d196941735,Medical Center,40.738665,-73.975303,295,1,0.941176471,0.765432099,0.108739837,0.733667554,0.056899813,0.4,0.193877551
4349,6523,87,4edcd3198231efe39240ba6f,4bf58dd8d48988d124941735,Office,40.74926222,-73.98398146,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4350,6528,723,4bcefda6cc8cd13a7821c5cf,4bf58dd8d48988d1e0931735,Coffee Shop,40.740281,-73.986155,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4351,6534,10,4c3f2679ed10ef3b5836b745,4bf58dd8d48988d174941735,Office,40.7563237,-73.99342781,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
4353,6537,55,4acbf5dff964a52073c820e3,4bf58dd8d48988d102941735,Gym / Fitness Center,40.74574284,-73.99751382,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
4354,6543,723,4d9352219213b1f73b7fc546,4bf58dd8d48988d12d941735,Government Building,40.7370109,-73.9903116,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
4357,6556,737,4d329bc7d585a090a8a5a4cd,4bf58dd8d48988d125941735,Office,40.73672208,-73.99558067,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
4359,6560,217,4b049219f964a520425522e3,4bf58dd8d48988d174941735,Office,40.75481866,-73.9751258,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4362,6578,138,4aca718ff964a520f6c120e3,4bf58dd8d48988d175941735,Gym / Fitness Center,40.76695833,-73.95777486,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4366,6584,613,4b15922ef964a52009af23e3,4bf58dd8d48988d124941735,Office,40.75662186,-73.97053998,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
4367,6589,481,4e457e2ea809fb2fa3de1481,4bf58dd8d48988d130941735,Building,40.74768839,-73.9827705,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4371,6600,703,4b71c288f964a520d25a2de3,4bf58dd8d48988d124941735,Office,40.74836993,-73.99050672,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
4372,6602,791,4b102c19f964a5208f6a23e3,4bf58dd8d48988d103951735,Clothing Store,40.74889392,-73.98662717,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4375,6608,15,4d5735b19e508cfa8e14199b,4bf58dd8d48988d121941735,Bar,40.73256027,-73.9853244,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
4378,6616,791,4e895343d5fbe29bfafc851c,4bf58dd8d48988d103951735,Clothing Store,40.74954093,-73.98661137,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4379,6618,456,4db7159b93a017099e0e0357,4bf58dd8d48988d124941735,Office,40.75497082,-73.98015343,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4380,6621,1020,4a7b36e0f964a52056ea1fe3,4bf58dd8d48988d1f2941735,Sporting Goods Shop,40.76011569,-73.9835338,244,1,0.960784314,0.761904762,0.550450058,0.84507459,0.035108676,0.314285714,0.887755102
4384,6630,616,4a974054f964a520182920e3,4bf58dd8d48988d118941735,Bar,40.714244,-74.009889,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
4386,6632,751,4d8cf0c55234a09063b5aabd,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.730121,-74.00296,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
4392,6641,256,4c393d5d18e72d7f01fd19f5,4bf58dd8d48988d130951735,Taxi,40.76244437,-73.97342693,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
4394,6643,1047,4e7741b845ddd4324086eaac,4bf58dd8d48988d1fd931735,Subway,40.75752331,-73.96917869,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
4398,6650,280,4d67f273fd1b8cfae8b624f0,4bf58dd8d48988d177941735,Medical Center,40.75158814,-73.980383,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4402,6658,365,4a423c2cf964a520aca51fe3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.77040342,-73.98278198,265,1,1,0.777777778,0.6125,0.826506751,0.06397799,0.28,0.346938776
4403,6659,519,4cf3ca69d29b2d43532af3bb,4bf58dd8d48988d1c5941735,Sandwich Place,40.7515118,-73.97409844,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4404,6664,1047,4ce6d1330f196dcb0a0f3aae,4deefb944765f83613cdba6e,Historic Site,40.79301881,-73.94794464,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
4405,6665,635,4e64846b18a8ce02fdc01c5e,4d4b7105d754a06377d81259,Outdoors & Recreation,40.76057136,-73.96232081,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4408,6671,116,49cbcc5cf964a5201d591fe3,4bf58dd8d48988d1c5941735,Sandwich Place,40.73403987,-73.9931753,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
4411,6677,1047,4e4418ef1838e44e89884745,4bf58dd8d48988d146941735,Deli / Bodega,40.79437893,-73.9488319,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
4412,6680,806,4bc47e69abf49521e412c593,4bf58dd8d48988d101951735,Thrift / Vintage Store,40.72423684,-74.00087093,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
4413,6681,445,4c9f62d503133704f79471d5,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.70629486,-74.01312232,29,1,0.960784314,0.688888889,0.122408537,0.77762502,0.032687045,0.4,0.806122449
4414,6682,879,4a11b947f964a52038771fe3,4bf58dd8d48988d124941735,Office,40.74170626,-73.98530719,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4415,6683,879,4b8d5d69f964a5204af732e3,4bf58dd8d48988d146941735,Deli / Bodega,40.74379023,-73.98389161,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4416,6685,294,4d67ceeaf23f3704d3accc33,4bf58dd8d48988d130941735,Building,40.7511327,-73.97366225,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4418,6688,733,4acbdd2ef964a52016c820e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.7581651,-73.98926137,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
4419,6689,992,4a09f665f964a52077741fe3,4bf58dd8d48988d17b941735,Zoo,40.76744416,-73.97193432,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
4421,6696,1,40f1d480f964a5205b0a1fe3,4bf58dd8d48988d143941735,Breakfast Spot,40.71992902,-74.00853183,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
4422,6697,690,49f36117f964a520966a1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.75800423,-73.97914906,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
4425,6702,163,4bf41dcae5eba593cd441f90,4bf58dd8d48988d1ca941735,Pizza Place,40.784335,-73.956209,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
4428,6708,87,4f27112ae4b0d10db310bf14,4bf58dd8d48988d107951735,Clothing Store,40.73818537,-73.99218248,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
4429,6711,15,4b5f33f5f964a52004ad29e3,4bf58dd8d48988d145941735,Chinese Restaurant,40.74974412,-73.97744894,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4430,6712,169,4a341760f964a520b59b1fe3,4bf58dd8d48988d16d941735,Café,40.744214,-73.992051,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
4432,6716,495,49ff4f48f964a52007701fe3,4bf58dd8d48988d118951735,Food & Drink Shop,40.77532116,-73.98219084,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
4433,6719,70,4b37d391f964a520ec4625e3,4bf58dd8d48988d1fe941735,Music Store,40.75968529,-73.98342476,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4434,6722,1023,4c1a44e68b3aa593454d955f,4bf58dd8d48988d1be941735,Latin American Restaurant,40.74982359,-73.98583518,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4437,6725,51,4a85a0b5f964a520b3fe1fe3,4bf58dd8d48988d149941735,Thai Restaurant,40.75614142,-73.96927154,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
4438,6726,257,4a8ca0bef964a520ba0e20e3,4bf58dd8d48988d1ca941735,Pizza Place,40.75081418,-73.99366884,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
4441,6733,354,4b572861f964a520ac2828e3,4bf58dd8d48988d1fd931735,Subway,40.76256859,-73.96796465,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
4442,6734,354,4b186041f964a520bed123e3,4bf58dd8d48988d1fd931735,Subway,40.76791697,-73.96357598,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
4443,6739,1049,3fd66200f964a52085e41ee3,4bf58dd8d48988d110951735,Salon / Barbershop,40.73039949,-73.99273301,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
4444,6740,865,4c96791758d4b60c10643b29,4bf58dd8d48988d1a8941735,General College & University,40.712426,-74.00671,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
4445,6741,805,4ec27c885c5c3d470deb0904,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.72592867,-73.99639476,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
4448,6745,187,49ee004ef964a5200f681fe3,4bf58dd8d48988d146941735,Deli / Bodega,40.75344793,-73.98612213,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4449,6746,976,4bc24023461576b056237d32,4f2a25ac4b909258e854f55f,Neighborhood,40.70712443,-74.01072979,29,1,0.960784314,0.688888889,0.122408537,0.77762502,0.032687045,0.4,0.806122449
4450,6750,10,49bc064ff964a5200a541fe3,4bf58dd8d48988d149941735,Thai Restaurant,40.7549772,-73.99526423,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
4452,6755,354,4dc59b7a2271f2705131c896,4bf58dd8d48988d1c4941735,Restaurant,40.76898385,-73.95686796,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4453,6756,354,4efcafc202d5a2b50f134294,4bf58dd8d48988d11e941735,Bar,40.77003703,-73.95506561,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4454,6760,1080,4a95b175f964a5202a2420e3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75604297,-73.98108318,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4455,6761,354,4af8ec92f964a520921022e3,4bf58dd8d48988d1e2931735,Art Gallery,40.76891664,-73.95659244,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4458,6770,354,4b9f96a0f964a520492d37e3,4bf58dd8d48988d146941735,Deli / Bodega,40.76564132,-73.95466382,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4460,6774,424,4aad6691f964a520196020e3,4bf58dd8d48988d10f941735,Indian Restaurant,40.74235,-73.982727,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4461,6776,354,4ede1170e300851bfdccda99,4d954b0ea243a5684a65b473,Convenience Store,40.7695383,-73.9546466,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4462,6777,565,4b676969f964a5204f4d2be3,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.77826666,-73.9562273,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
4463,6778,354,4d44b335c3e5f04dcf6a9d20,4bf58dd8d48988d116941735,Bar,40.77033928,-73.95377411,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4465,6786,217,4a9bf653f964a520913520e3,4bf58dd8d48988d1c5941735,Sandwich Place,40.75420354,-73.97569973,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4467,6789,994,43fc8419f964a520ed2f1fe3,4bf58dd8d48988d1cb941735,Food Truck,40.74267254,-73.99227619,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
4468,6793,776,4ee8e058f790a9d738d62d70,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.71446825,-74.0058692,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
4470,6795,354,4a54ff84f964a52089b31fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.76775806,-73.95331491,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4471,6796,356,49c39ed6f964a52066561fe3,4bf58dd8d48988d1df931735,BBQ Joint,40.72865951,-73.98764298,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
4472,6797,500,4b21e531f964a520424224e3,4bf58dd8d48988d1c5941735,Sandwich Place,40.75985136,-73.98127257,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4477,6803,229,4a3c19c3f964a5201ca11fe3,4bf58dd8d48988d16a941735,Bakery,40.71797132,-73.98863912,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
4478,6804,359,4acbae4ff964a520f6c420e3,4bf58dd8d48988d1f4941735,Design Studio,40.76135074,-73.9667002,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
4479,6805,744,4e91f563550342b5a4c99baf,4bf58dd8d48988d12f941735,Library,40.75201987,-73.98174047,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4483,6813,354,4b1c4f14f964a520d80524e3,4bf58dd8d48988d151941735,Taco Place,40.768037,-73.9531138,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
4484,6814,73,3fd66200f964a52056ea1ee3,4bf58dd8d48988d143941735,Breakfast Spot,40.76425883,-73.97875786,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
4486,6816,379,459390c2f964a52046401fe3,4bf58dd8d48988d120951735,Food & Drink Shop,40.76074414,-73.98254093,244,1,0.960784314,0.761904762,0.550450058,0.84507459,0.035108676,0.314285714,0.887755102
4487,6819,1047,4c1a47228b3aa5936051955f,4f2a25ac4b909258e854f55f,Neighborhood,40.79357114,-73.94451141,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
4488,6820,1047,4ba50a3ef964a5204cd438e3,4bf58dd8d48988d163941735,Park,40.7977622,-73.95309448,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
4489,6822,32,4be9872661aca59346a28200,4bf58dd8d48988d1c0941735,Mediterranean Restaurant,40.74739936,-73.98363711,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4490,6823,140,4b1161f8f964a520557b23e3,4bf58dd8d48988d16d941735,Café,40.707561,-74.002142,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
4491,6825,276,4a804d3ff964a520e6f41fe3,4bf58dd8d48988d145941735,Chinese Restaurant,40.75081,-73.982058,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4492,6830,1047,4ecfa061cc219860f6768260,4bf58dd8d48988d1fd931735,Subway,40.779883,-73.955704,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
4495,6837,438,4b55ee01f964a5201df727e3,4bf58dd8d48988d1dd931735,Soup Place,40.751789,-73.980408,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4497,6839,409,4bf2f81fc440c9b640670104,4bf58dd8d48988d1c4941735,Restaurant,40.73738526,-73.99118391,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
4498,6840,372,4ba0dd15f964a520078337e3,4bf58dd8d48988d165941735,Scenic Lookout,40.720671,-74.006315,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
4499,6843,791,4b3f797ff964a52077a725e3,4bf58dd8d48988d1c4941735,Restaurant,40.75195611,-73.98993857,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
4500,6849,354,4408540af964a52055301fe3,4bf58dd8d48988d10c941735,French Restaurant,40.77242258,-73.96073663,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
4501,6850,947,4bbe121c07809521ed63db91,4bf58dd8d48988d10a951735,Bank,40.75414926,-73.98759842,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
4505,6858,1057,4a6a032bf964a52060cc1fe3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75743032,-73.97444281,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4506,6861,72,4af1ad88f964a5201ce221e3,4bf58dd8d48988d178941735,Medical Center,40.73774268,-73.97831686,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
4507,6867,745,4169cd00f964a5208a1d1fe3,4bf58dd8d48988d116941735,Bar,40.71945037,-73.98781515,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
4510,6874,427,4a4925b7f964a52008ab1fe3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.72819472,-74.00538717,147,1,0.960784314,0.777777778,0.22179878,0.512594217,0.061213083,0.4,0.275510204
4512,6876,354,4c6310f9de1b2d7f5dd7e370,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.773705,-73.9577022,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
4513,6878,354,4ae20b16f964a5201b8a21e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.77418287,-73.95963458,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
4515,6881,354,4d51438c9b27721ecbe1b546,4bf58dd8d48988d16d941735,Café,40.77874939,-73.95599549,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
4517,6887,715,4c19158f4ff90f4724640f49,4bf58dd8d48988d1c5941735,Sandwich Place,40.75084137,-73.9769125,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
4519,6891,354,4f2acbade4b0ce029fcf86a5,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.7812,-73.95564535,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
4520,6892,354,4e4c3e72bd413c4cc667e7a6,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.77854842,-73.95852105,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
4522,6895,354,4be38603fe299521e898966c,4bf58dd8d48988d1c5941735,Sandwich Place,40.776825,-73.957744,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
4525,6899,9,49de5d52f964a52048601fe3,4bf58dd8d48988d16c941735,Burger Joint,40.74170827,-73.99346173,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
4527,6911,746,49e794c3f964a520cb641fe3,4bf58dd8d48988d142941735,Asian Restaurant,40.730321,-74.0027991,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
4528,6915,650,4cdc2a55d5495481971240b2,4bf58dd8d48988d1f6941735,Department Store,40.7666432,-73.98281067,265,1,1,0.777777778,0.6125,0.826506751,0.06397799,0.28,0.346938776
4530,6917,56,49c7955df964a520b0571fe3,4bf58dd8d48988d164941735,Plaza,40.75612594,-73.96930024,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
4532,6919,635,4bda55c13904a5934f38469e,4bf58dd8d48988d104941735,Medical Center,40.76358505,-73.96891568,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
4537,6929,744,4ded13998877a0f0c1cab5d3,4bf58dd8d48988d146941735,Deli / Bodega,40.75009388,-73.98442911,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4538,6930,280,4b538da4f964a520e7a127e3,4bf58dd8d48988d146941735,Deli / Bodega,40.74702447,-73.98137014,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
4539,6931,880,4bf2c9c86991c9b6b87e29e9,4bf58dd8d48988d16e941735,Fast Food Restaurant,40.7904251,-73.94555424,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
